file,class,type,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/home/quentin/IdeaProjects/cours-iail-classif-dev/data/../BroadleafCommerce/integration/src/test/java/org/broadleafcommerce/profile/web/core/controller/RegisterCustomerControllerTest.java,org.broadleafcommerce.profile.web.core.controller.RegisterCustomerControllerTest,class,18,6,3,9,2,0.33333334,0.33333334,4,0,2,0,2,0,4,0,0,0,3,0,0,3,0,0,0,0,0,25,0,0,2,0,3,6,2,6,0,8,0,0,0,0,39,1,0
/home/quentin/IdeaProjects/cours-iail-classif-dev/data/../BroadleafCommerce/integration/src/test/java/org/broadleafcommerce/profile/web/core/controller/CustomerPhoneControllerTest.java,org.broadleafcommerce.profile.web.core.controller.CustomerPhoneControllerTest,class,18,22,3,23,0,1.0,1.0,6,0,5,1,0,0,5,0,0,0,7,1,0,7,0,0,3,0,2,81,1,3,6,0,13,20,16,33,1,30,2,0,0,0,56,1,0
/home/quentin/IdeaProjects/cours-iail-classif-dev/data/../BroadleafCommerce/integration/src/test/java/org/broadleafcommerce/profile/web/core/controller/dataprovider/RegisterCustomerDataProvider.java,org.broadleafcommerce.profile.web.core.controller.dataprovider.RegisterCustomerDataProvider,class,6,1,1,10,0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,8,1,3,0,3,0,0,0,0,15,1,0
/home/quentin/IdeaProjects/cours-iail-classif-dev/data/../BroadleafCommerce/integration/src/test/java/org/broadleafcommerce/profile/web/core/controller/dataprovider/CustomerPhoneControllerTestDataProvider.java,org.broadleafcommerce.profile.web.core.controller.dataprovider.CustomerPhoneControllerTestDataProvider,class,4,1,1,3,0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,5,0,4,0,4,0,0,0,0,15,1,0
/home/quentin/IdeaProjects/cours-iail-classif-dev/data/../BroadleafCommerce/integration/src/test/java/org/broadleafcommerce/profile/web/core/service/CustomerPhoneTest.java,org.broadleafcommerce.profile.web.core.service.CustomerPhoneTest,class,12,6,3,11,0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,5,0,0,2,0,3,0,0,0,29,0,1,3,0,0,9,0,9,0,9,1,0,0,0,23,1,0
/home/quentin/IdeaProjects/cours-iail-classif-dev/data/../BroadleafCommerce/integration/src/test/java/org/broadleafcommerce/profile/web/core/service/CustomerTest.java,org.broadleafcommerce.profile.web.core.service.CustomerTest,class,10,9,3,16,0,0.5,0.5,4,0,4,0,0,0,4,0,0,0,3,0,0,1,0,2,0,0,0,39,0,2,4,0,0,11,2,9,1,9,1,0,0,0,29,1,0
/home/quentin/IdeaProjects/cours-iail-classif-dev/data/../BroadleafCommerce/integration/src/test/java/org/broadleafcommerce/profile/web/core/service/ProductListEntry.java,org.broadleafcommerce.profile.web.core.service.ProductListEntry,interface,0,8,1,0,28,0.0,0.0,8,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0
/home/quentin/IdeaProjects/cours-iail-classif-dev/data/../BroadleafCommerce/integration/src/test/java/org/broadleafcommerce/profile/web/core/service/PhoneTest.java,org.broadleafcommerce.profile.web.core.service.PhoneTest,class,8,6,3,3,0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,4,0,0,2,0,2,0,0,0,18,0,0,4,0,0,6,0,6,0,5,0,0,0,0,17,1,0
/home/quentin/IdeaProjects/cours-iail-classif-dev/data/../BroadleafCommerce/integration/src/test/java/org/broadleafcommerce/profile/web/core/service/IdGenerationTest.java,org.broadleafcommerce.profile.web.core.service.IdGenerationTest,class,8,7,3,7,4,0.16666667,0.16666667,4,0,4,0,0,0,4,0,0,0,3,0,0,1,0,2,0,0,0,37,0,2,3,0,0,10,13,10,1,10,2,0,0,0,27,1,0
/home/quentin/IdeaProjects/cours-iail-classif-dev/data/../BroadleafCommerce/integration/src/test/java/org/broadleafcommerce/profile/web/core/service/AddressTest.java,org.broadleafcommerce.profile.web.core.service.AddressTest,class,6,10,4,8,15,0.0,0.0,6,0,6,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,27,0,0,2,0,0,12,2,6,0,7,0,0,0,0,27,1,0
/home/quentin/IdeaProjects/cours-iail-classif-dev/data/../BroadleafCommerce/integration/src/test/java/org/broadleafcommerce/profile/web/core/service/CustomerAddressTest.java,org.broadleafcommerce.profile.web.core.service.CustomerAddressTest,class,19,9,4,26,0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,56,0,3,3,0,0,18,0,15,0,15,2,0,0,0,59,1,0
/home/quentin/IdeaProjects/cours-iail-classif-dev/data/../BroadleafCommerce/integration/src/test/java/org/broadleafcommerce/profile/dataprovider/CustomerDataProvider.java,org.broadleafcommerce.profile.dataprovider.CustomerDataProvider,class,3,1,1,2,0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,5,0,2,0,2,0,0,0,0,9,1,0
/home/quentin/IdeaProjects/cours-iail-classif-dev/data/../BroadleafCommerce/integration/src/test/java/org/broadleafcommerce/profile/dataprovider/CustomerPhoneDataProvider.java,org.broadleafcommerce.profile.dataprovider.CustomerPhoneDataProvider,class,5,1,1,3,0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,5,0,4,0,4,0,0,0,0,11,1,0
